home_team,away_team,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
Netherlands,Sweden,54,46,33,22,91,74,0.6111111111111112,0.4782608695652174,1.6851851851851851,1.608695652173913,0
Bulgaria,Uruguay,26,52,8,25,22,80,0.3076923076923077,0.4807692307692308,0.8461538461538461,1.5384615384615383,0
Haiti,Poland,3,31,0,18,2,44,0.0,0.5806451612903226,0.6666666666666666,1.4193548387096775,0
Argentina,Italy,81,83,54,52,133,128,0.6666666666666666,0.6265060240963856,1.6419753086419753,1.5421686746987953,0
Scotland,Yugoslavia,23,37,6,21,25,60,0.2608695652173913,0.5675675675675675,1.0869565217391304,1.6216216216216215,0
Australia,Chile,13,34,4,16,11,41,0.3076923076923077,0.4705882352941176,0.8461538461538461,1.2058823529411764,0
Zaire,Brazil,3,108,0,75,0,225,0.0,0.6944444444444444,0.0,2.083333333333333,0
German DR,Germany FR,6,62,4,37,5,131,0.6666666666666666,0.5967741935483871,0.8333333333333334,2.1129032258064515,1
Bulgaria,Netherlands,26,54,8,33,22,91,0.3076923076923077,0.6111111111111112,0.8461538461538461,1.6851851851851851,0
Argentina,Haiti,81,3,54,0,133,2,0.6666666666666666,0.0,1.6419753086419753,0.6666666666666666,1
Sweden,Uruguay,46,52,22,25,74,80,0.4782608695652174,0.4807692307692308,1.608695652173913,1.5384615384615383,1
Poland,Italy,31,83,18,52,44,128,0.5806451612903226,0.6265060240963856,1.4193548387096775,1.5421686746987953,1
Yugoslavia,Germany FR,37,62,21,37,60,131,0.5675675675675675,0.5967741935483871,1.6216216216216215,2.1129032258064515,0
Brazil,German DR,108,6,75,4,225,5,0.6944444444444444,0.6666666666666666,2.083333333333333,0.8333333333333334,1
Netherlands,Argentina,54,81,33,54,91,133,0.6111111111111112,0.6666666666666666,1.6851851851851851,1.6419753086419753,1
Sweden,Poland,46,31,22,18,74,44,0.4782608695652174,0.5806451612903226,1.608695652173913,1.4193548387096775,0
Argentina,Brazil,81,108,54,75,133,225,0.6666666666666666,0.6944444444444444,1.6419753086419753,2.083333333333333,0
Poland,Yugoslavia,31,37,18,21,44,60,0.5806451612903226,0.5675675675675675,1.4193548387096775,1.6216216216216215,1
German DR,Netherlands,6,54,4,33,5,91,0.6666666666666666,0.6111111111111112,0.8333333333333334,1.6851851851851851,0
Germany FR,Sweden,62,46,37,22,131,74,0.5967741935483871,0.4782608695652174,2.1129032258064515,1.608695652173913,1
Poland,Germany FR,31,62,18,37,44,131,0.5806451612903226,0.5967741935483871,1.4193548387096775,2.1129032258064515,0
Netherlands,Brazil,54,108,33,75,91,225,0.6111111111111112,0.6944444444444444,1.6851851851851851,2.083333333333333,1
Argentina,German DR,81,6,54,4,133,5,0.6666666666666666,0.6666666666666666,1.6419753086419753,0.8333333333333334,0
Sweden,Yugoslavia,46,37,22,21,74,60,0.4782608695652174,0.5675675675675675,1.608695652173913,1.6216216216216215,1
Brazil,Poland,108,31,75,18,225,44,0.6944444444444444,0.5806451612903226,2.083333333333333,1.4193548387096775,0
Netherlands,Germany FR,54,62,33,37,91,131,0.6111111111111112,0.5967741935483871,1.6851851851851851,2.1129032258064515,0
Germany FR,Poland,62,31,37,18,131,44,0.5967741935483871,0.5806451612903226,2.1129032258064515,1.4193548387096775,0
Italy,France,83,61,52,35,128,108,0.6265060240963856,0.5737704918032787,1.5421686746987953,1.7704918032786885,1
Tunisia,Mexico,12,54,3,22,8,58,0.25,0.4074074074074074,0.6666666666666666,1.0740740740740742,1
Argentina,Hungary,81,32,54,16,133,87,0.6666666666666666,0.5,1.6419753086419753,2.71875,1
Sweden,Brazil,46,108,22,75,74,225,0.4782608695652174,0.6944444444444444,1.608695652173913,2.083333333333333,0
Austria,Spain,29,59,15,34,43,92,0.5172413793103449,0.576271186440678,1.4827586206896552,1.5593220338983051,1
Peru,Scotland,15,23,6,6,19,25,0.4,0.2608695652173913,1.2666666666666666,1.0869565217391304,1
Italy,Hungary,83,32,52,16,128,87,0.6265060240963856,0.5,1.5421686746987953,2.71875,1
Poland,Tunisia,31,12,18,3,44,8,0.5806451612903226,0.25,1.4193548387096775,0.6666666666666666,1
Germany FR,Mexico,62,54,37,22,131,58,0.5967741935483871,0.4074074074074074,2.1129032258064515,1.0740740740740742,1
Argentina,France,81,61,54,35,133,108,0.6666666666666666,0.5737704918032787,1.6419753086419753,1.7704918032786885,1
Brazil,Spain,108,59,75,34,225,92,0.6944444444444444,0.576271186440678,2.083333333333333,1.5593220338983051,0
Austria,Sweden,29,46,15,22,43,74,0.5172413793103449,0.4782608695652174,1.4827586206896552,1.608695652173913,1
Netherlands,Peru,54,15,33,6,91,19,0.6111111111111112,0.4,1.6851851851851851,1.2666666666666666,0
France,Hungary,61,32,35,16,108,87,0.5737704918032787,0.5,1.7704918032786885,2.71875,1
Poland,Mexico,31,54,18,22,44,58,0.5806451612903226,0.4074074074074074,1.4193548387096775,1.0740740740740742,1
Germany FR,Tunisia,62,12,37,3,131,8,0.5967741935483871,0.25,2.1129032258064515,0.6666666666666666,0
Italy,Argentina,83,81,52,54,128,133,0.6265060240963856,0.6666666666666666,1.5421686746987953,1.6419753086419753,1
Brazil,Austria,108,29,75,15,225,43,0.6944444444444444,0.5172413793103449,2.083333333333333,1.4827586206896552,1
Spain,Sweden,59,46,34,22,92,74,0.576271186440678,0.4782608695652174,1.5593220338983051,1.608695652173913,1
Peru,Iran,15,6,6,1,19,5,0.4,0.1666666666666666,1.2666666666666666,0.8333333333333334,1
Scotland,Netherlands,23,54,6,33,25,91,0.2608695652173913,0.6111111111111112,1.0869565217391304,1.6851851851851851,1
Germany FR,Italy,62,83,37,52,131,128,0.5967741935483871,0.6265060240963856,2.1129032258064515,1.5421686746987953,0
Netherlands,Austria,54,29,33,15,91,43,0.6111111111111112,0.5172413793103449,1.6851851851851851,1.4827586206896552,1
Brazil,Peru,108,15,75,6,225,19,0.6944444444444444,0.4,2.083333333333333,1.2666666666666666,1
Argentina,Poland,81,31,54,18,133,44,0.6666666666666666,0.5806451612903226,1.6419753086419753,1.4193548387096775,1
Poland,Peru,31,15,18,6,44,19,0.5806451612903226,0.4,1.4193548387096775,1.2666666666666666,1
Italy,Austria,83,29,52,15,128,43,0.6265060240963856,0.5172413793103449,1.5421686746987953,1.4827586206896552,1
Germany FR,Netherlands,62,54,37,33,131,91,0.5967741935483871,0.6111111111111112,2.1129032258064515,1.6851851851851851,0
Argentina,Brazil,81,108,54,75,133,225,0.6666666666666666,0.6944444444444444,1.6419753086419753,2.083333333333333,0
Netherlands,Italy,54,83,33,52,91,128,0.6111111111111112,0.6265060240963856,1.6851851851851851,1.5421686746987953,1
Austria,Germany FR,29,62,15,37,43,131,0.5172413793103449,0.5967741935483871,1.4827586206896552,2.1129032258064515,1
Brazil,Poland,108,31,75,18,225,44,0.6944444444444444,0.5806451612903226,2.083333333333333,1.4193548387096775,1
Argentina,Peru,81,15,54,6,133,19,0.6666666666666666,0.4,1.6419753086419753,1.2666666666666666,1
Brazil,Italy,108,83,75,52,225,128,0.6944444444444444,0.6265060240963856,2.083333333333333,1.5421686746987953,1
Argentina,Netherlands,81,54,54,33,133,91,0.6666666666666666,0.6111111111111112,1.6419753086419753,1.6851851851851851,1
Argentina,Belgium,81,43,54,21,133,54,0.6666666666666666,0.4883720930232558,1.6419753086419753,1.255813953488372,0
Italy,Poland,83,31,52,18,128,44,0.6265060240963856,0.5806451612903226,1.5421686746987953,1.4193548387096775,0
Brazil,Soviet Union,108,31,75,18,225,53,0.6944444444444444,0.5806451612903226,2.083333333333333,1.7096774193548387,1
Peru,Cameroon,15,23,6,9,19,18,0.4,0.391304347826087,1.2666666666666666,0.782608695652174,0
Germany FR,Algeria,62,14,37,4,131,14,0.5967741935483871,0.2857142857142857,2.1129032258064515,1.0,0
England,France,62,61,35,35,79,108,0.5645161290322581,0.5737704918032787,1.2741935483870968,1.7704918032786885,1
Spain,Honduras,59,9,34,2,92,3,0.576271186440678,0.2222222222222222,1.5593220338983051,0.3333333333333333,0
Chile,Austria,34,29,16,15,41,43,0.4705882352941176,0.5172413793103449,1.2058823529411764,1.4827586206896552,0
Yugoslavia,Northern Ireland,37,13,21,8,60,13,0.5675675675675675,0.6153846153846154,1.6216216216216215,1.0,0
Italy,Peru,83,15,52,6,128,19,0.6265060240963856,0.4,1.5421686746987953,1.2666666666666666,0
Argentina,Hungary,81,32,54,16,133,87,0.6666666666666666,0.5,1.6419753086419753,2.71875,1
Brazil,Scotland,108,23,75,6,225,25,0.6944444444444444,0.2608695652173913,2.083333333333333,1.0869565217391304,1
Poland,Cameroon,31,23,18,9,44,18,0.5806451612903226,0.391304347826087,1.4193548387096775,0.782608695652174,0
Germany FR,Chile,62,34,37,16,131,41,0.5967741935483871,0.4705882352941176,2.1129032258064515,1.2058823529411764,1
England,Czechoslovakia,62,30,35,15,79,44,0.5645161290322581,0.5,1.2741935483870968,1.4666666666666666,1
Spain,Yugoslavia,59,37,34,21,92,60,0.576271186440678,0.5675675675675675,1.5593220338983051,1.6216216216216215,1
Algeria,Austria,14,29,4,15,14,43,0.2857142857142857,0.5172413793103449,1.0,1.4827586206896552,0
Honduras,Northern Ireland,9,13,2,8,3,13,0.2222222222222222,0.6153846153846154,0.3333333333333333,1.0,0
Poland,Peru,31,15,18,6,44,19,0.5806451612903226,0.4,1.4193548387096775,1.2666666666666666,1
Belgium,Hungary,43,32,21,16,54,87,0.4883720930232558,0.5,1.255813953488372,2.71875,0
Soviet Union,Scotland,31,23,18,6,53,25,0.5806451612903226,0.2608695652173913,1.7096774193548387,1.0869565217391304,0
Italy,Cameroon,83,23,52,9,128,18,0.6265060240963856,0.391304347826087,1.5421686746987953,0.782608695652174,0
Algeria,Chile,14,34,4,16,14,41,0.2857142857142857,0.4705882352941176,1.0,1.2058823529411764,1
France,Czechoslovakia,61,30,35,15,108,44,0.5737704918032787,0.5,1.7704918032786885,1.4666666666666666,0
Honduras,Yugoslavia,9,37,2,21,3,60,0.2222222222222222,0.5675675675675675,0.3333333333333333,1.6216216216216215,0
Germany FR,Austria,62,29,37,15,131,43,0.5967741935483871,0.5172413793103449,2.1129032258064515,1.4827586206896552,1
Northern Ireland,Spain,13,59,8,34,13,92,0.6153846153846154,0.576271186440678,1.0,1.5593220338983051,1
Austria,France,29,61,15,35,43,108,0.5172413793103449,0.5737704918032787,1.4827586206896552,1.7704918032786885,0
Poland,Belgium,31,43,18,21,44,54,0.5806451612903226,0.4883720930232558,1.4193548387096775,1.255813953488372,1
Italy,Argentina,83,81,52,54,128,133,0.6265060240963856,0.6666666666666666,1.5421686746987953,1.6419753086419753,1
Germany FR,England,62,62,37,35,131,79,0.5967741935483871,0.5645161290322581,2.1129032258064515,1.2741935483870968,0
Austria,Northern Ireland,29,13,15,8,43,13,0.5172413793103449,0.6153846153846154,1.4827586206896552,1.0,0
Belgium,Soviet Union,43,31,21,18,54,53,0.4883720930232558,0.5806451612903226,1.255813953488372,1.7096774193548387,0
Argentina,Brazil,81,108,54,75,133,225,0.6666666666666666,0.6944444444444444,1.6419753086419753,2.083333333333333,0
Germany FR,Spain,62,59,37,34,131,92,0.5967741935483871,0.576271186440678,2.1129032258064515,1.5593220338983051,1
France,Northern Ireland,61,13,35,8,108,13,0.5737704918032787,0.6153846153846154,1.7704918032786885,1.0,1
Poland,Soviet Union,31,31,18,18,44,53,0.5806451612903226,0.5806451612903226,1.4193548387096775,1.7096774193548387,0
Italy,Brazil,83,108,52,75,128,225,0.6265060240963856,0.6944444444444444,1.5421686746987953,2.083333333333333,1
Spain,England,59,62,34,35,92,79,0.576271186440678,0.5645161290322581,1.5593220338983051,1.2741935483870968,0
Poland,Italy,31,83,18,52,44,128,0.5806451612903226,0.6265060240963856,1.4193548387096775,1.5421686746987953,0
Germany FR,France,62,61,37,35,131,108,0.5967741935483871,0.5737704918032787,2.1129032258064515,1.7704918032786885,0
Poland,France,31,61,18,35,44,108,0.5806451612903226,0.5737704918032787,1.4193548387096775,1.7704918032786885,1
Italy,Germany FR,83,62,52,37,128,131,0.6265060240963856,0.5967741935483871,1.5421686746987953,2.1129032258064515,1
Bulgaria,Italy,26,83,8,52,22,128,0.3076923076923077,0.6265060240963856,0.8461538461538461,1.5421686746987953,0
Canada,France,3,61,0,35,0,108,0.0,0.5737704918032787,0.0,1.7704918032786885,0
Spain,Brazil,59,108,34,75,92,225,0.576271186440678,0.6944444444444444,1.5593220338983051,2.083333333333333,0
Soviet Union,Hungary,31,32,18,16,53,87,0.5806451612903226,0.5,1.7096774193548387,2.71875,1
Argentina,Korea Republic,81,31,54,11,133,31,0.6666666666666666,0.3548387096774194,1.6419753086419753,1.0,1
Morocco,Poland,13,31,4,18,12,44,0.3076923076923077,0.5806451612903226,0.9230769230769232,1.4193548387096775,0
Algeria,Northern Ireland,14,13,4,8,14,13,0.2857142857142857,0.6153846153846154,1.0,1.0,0
Belgium,Mexico,43,54,21,22,54,58,0.4883720930232558,0.4074074074074074,1.255813953488372,1.0740740740740742,0
Portugal,England,26,62,16,35,43,79,0.6153846153846154,0.5645161290322581,1.6538461538461535,1.2741935483870968,1
Paraguay,Iraq,27,3,11,0,30,1,0.4074074074074074,0.0,1.1111111111111112,0.3333333333333333,1
Scotland,Denmark,23,16,6,9,25,27,0.2608695652173913,0.5625,1.0869565217391304,1.6875,0
Uruguay,Germany FR,52,62,25,37,80,131,0.4807692307692308,0.5967741935483871,1.5384615384615383,2.1129032258064515,0
Italy,Argentina,83,81,52,54,128,133,0.6265060240963856,0.6666666666666666,1.5421686746987953,1.6419753086419753,0
France,Soviet Union,61,31,35,18,108,53,0.5737704918032787,0.5806451612903226,1.7704918032786885,1.7096774193548387,0
Korea Republic,Bulgaria,31,26,11,8,31,22,0.3548387096774194,0.3076923076923077,1.0,0.8461538461538461,0
Hungary,Canada,32,3,16,0,87,0,0.5,0.0,2.71875,0.0,1
Brazil,Algeria,108,14,75,4,225,14,0.6944444444444444,0.2857142857142857,2.083333333333333,1.0,1
England,Morocco,62,13,35,4,79,12,0.5645161290322581,0.3076923076923077,1.2741935483870968,0.9230769230769232,0
Northern Ireland,Spain,13,59,8,34,13,92,0.6153846153846154,0.576271186440678,1.0,1.5593220338983051,0
Mexico,Paraguay,54,27,22,11,58,30,0.4074074074074074,0.4074074074074074,1.0740740740740742,1.1111111111111112,0
Poland,Portugal,31,26,18,16,44,43,0.5806451612903226,0.6153846153846154,1.4193548387096775,1.6538461538461535,1
Iraq,Belgium,3,43,0,21,1,54,0.0,0.4883720930232558,0.3333333333333333,1.255813953488372,0
Denmark,Uruguay,16,52,9,25,27,80,0.5625,0.4807692307692308,1.6875,1.5384615384615383,1
Germany FR,Scotland,62,23,37,6,131,25,0.5967741935483871,0.2608695652173913,2.1129032258064515,1.0869565217391304,1
Hungary,France,32,61,16,35,87,108,0.5,0.5737704918032787,2.71875,1.7704918032786885,0
Soviet Union,Canada,31,3,18,0,53,0,0.5806451612903226,0.0,1.7096774193548387,0.0,1
Korea Republic,Italy,31,83,11,52,31,128,0.3548387096774194,0.6265060240963856,1.0,1.5421686746987953,0
Argentina,Bulgaria,81,26,54,8,133,22,0.6666666666666666,0.3076923076923077,1.6419753086419753,0.8461538461538461,1
Paraguay,Belgium,27,43,11,21,30,54,0.4074074074074074,0.4883720930232558,1.1111111111111112,1.255813953488372,0
Iraq,Mexico,3,54,0,22,1,58,0.0,0.4074074074074074,0.3333333333333333,1.0740740740740742,0
Portugal,Morocco,26,13,16,4,43,12,0.6153846153846154,0.3076923076923077,1.6538461538461535,0.9230769230769232,0
England,Poland,62,31,35,18,79,44,0.5645161290322581,0.5806451612903226,1.2741935483870968,1.4193548387096775,1
Northern Ireland,Brazil,13,108,8,75,13,225,0.6153846153846154,0.6944444444444444,1.0,2.083333333333333,0
Algeria,Spain,14,59,4,34,14,92,0.2857142857142857,0.576271186440678,1.0,1.5593220338983051,0
Scotland,Uruguay,23,52,6,25,25,80,0.2608695652173913,0.4807692307692308,1.0869565217391304,1.5384615384615383,0
Denmark,Germany FR,16,62,9,37,27,131,0.5625,0.5967741935483871,1.6875,2.1129032258064515,1
Soviet Union,Belgium,31,43,18,21,53,54,0.5806451612903226,0.4883720930232558,1.7096774193548387,1.255813953488372,0
Mexico,Bulgaria,54,26,22,8,58,22,0.4074074074074074,0.3076923076923077,1.0740740740740742,0.8461538461538461,1
Argentina,Uruguay,81,52,54,25,133,80,0.6666666666666666,0.4807692307692308,1.6419753086419753,1.5384615384615383,1
Brazil,Poland,108,31,75,18,225,44,0.6944444444444444,0.5806451612903226,2.083333333333333,1.4193548387096775,1
Italy,France,83,61,52,35,128,108,0.6265060240963856,0.5737704918032787,1.5421686746987953,1.7704918032786885,0
Morocco,Germany FR,13,62,4,37,12,131,0.3076923076923077,0.5967741935483871,0.9230769230769232,2.1129032258064515,0
England,Paraguay,62,27,35,11,79,30,0.5645161290322581,0.4074074074074074,1.2741935483870968,1.1111111111111112,1
Denmark,Spain,16,59,9,34,27,92,0.5625,0.576271186440678,1.6875,1.5593220338983051,0
Brazil,France,108,61,75,35,225,108,0.6944444444444444,0.5737704918032787,2.083333333333333,1.7704918032786885,0
Germany FR,Mexico,62,54,37,22,131,58,0.5967741935483871,0.4074074074074074,2.1129032258064515,1.0740740740740742,0
Spain,Belgium,59,43,34,21,92,54,0.576271186440678,0.4883720930232558,1.5593220338983051,1.255813953488372,0
Argentina,England,81,62,54,35,133,79,0.6666666666666666,0.5645161290322581,1.6419753086419753,1.2741935483870968,1
France,Germany FR,61,62,35,37,108,131,0.5737704918032787,0.5967741935483871,1.7704918032786885,2.1129032258064515,0
Argentina,Belgium,81,43,54,21,133,54,0.6666666666666666,0.4883720930232558,1.6419753086419753,1.255813953488372,1
France,Belgium,61,43,35,21,108,54,0.5737704918032787,0.4883720930232558,1.7704918032786885,1.255813953488372,1
Argentina,Germany FR,81,62,54,37,133,131,0.6666666666666666,0.5967741935483871,1.6419753086419753,2.1129032258064515,1
Argentina,Cameroon,81,23,54,9,133,18,0.6666666666666666,0.391304347826087,1.6419753086419753,0.782608695652174,0
Soviet Union,Romania,31,21,18,11,53,30,0.5806451612903226,0.5238095238095238,1.7096774193548387,1.4285714285714286,0
"rn"">United Arab Emirates",Colombia,3,20,0,10,2,29,0.0,0.5,0.6666666666666666,1.45,0
Italy,Austria,83,29,52,15,128,43,0.6265060240963856,0.5172413793103449,1.5421686746987953,1.4827586206896552,1
USA,Czechoslovakia,34,30,12,15,38,44,0.3529411764705882,0.5,1.1176470588235294,1.4666666666666666,0
Brazil,Sweden,108,46,75,22,225,74,0.6944444444444444,0.4782608695652174,2.083333333333333,1.608695652173913,1
Germany FR,Yugoslavia,62,37,37,21,131,60,0.5967741935483871,0.5675675675675675,2.1129032258064515,1.6216216216216215,1
Costa Rica,Scotland,17,23,7,6,18,25,0.4117647058823529,0.2608695652173913,1.0588235294117647,1.0869565217391304,1
England,"rn"">Republic of Ireland",62,13,35,5,79,10,0.5645161290322581,0.3846153846153846,1.2741935483870968,0.7692307692307693,0
Belgium,Korea Republic,43,31,21,11,54,31,0.4883720930232558,0.3548387096774194,1.255813953488372,1.0,1
Uruguay,Spain,52,59,25,34,80,92,0.4807692307692308,0.576271186440678,1.5384615384615383,1.5593220338983051,0
Argentina,Soviet Union,81,31,54,18,133,53,0.6666666666666666,0.5806451612903226,1.6419753086419753,1.7096774193548387,1
Cameroon,Romania,23,21,9,11,18,30,0.391304347826087,0.5238095238095238,0.782608695652174,1.4285714285714286,1
Yugoslavia,Colombia,37,20,21,10,60,29,0.5675675675675675,0.5,1.6216216216216215,1.45,1
Italy,USA,83,34,52,12,128,38,0.6265060240963856,0.3529411764705882,1.5421686746987953,1.1176470588235294,1
Austria,Czechoslovakia,29,30,15,15,43,44,0.5172413793103449,0.5,1.4827586206896552,1.4666666666666666,0
Germany FR,"rn"">United Arab Emirates",62,3,37,0,131,2,0.5967741935483871,0.0,2.1129032258064515,0.6666666666666666,1
Brazil,Costa Rica,108,17,75,7,225,18,0.6944444444444444,0.4117647058823529,2.083333333333333,1.0588235294117647,1
Sweden,Scotland,46,23,22,6,74,25,0.4782608695652174,0.2608695652173913,1.608695652173913,1.0869565217391304,0
England,Netherlands,62,54,35,33,79,91,0.5645161290322581,0.6111111111111112,1.2741935483870968,1.6851851851851851,0
Korea Republic,Spain,31,59,11,34,31,92,0.3548387096774194,0.576271186440678,1.0,1.5593220338983051,0
Belgium,Uruguay,43,52,21,25,54,80,0.4883720930232558,0.4807692307692308,1.255813953488372,1.5384615384615383,1
Argentina,Romania,81,21,54,11,133,30,0.6666666666666666,0.5238095238095238,1.6419753086419753,1.4285714285714286,0
Cameroon,Soviet Union,23,31,9,18,18,53,0.391304347826087,0.5806451612903226,0.782608695652174,1.7096774193548387,0
Germany FR,Colombia,62,20,37,10,131,29,0.5967741935483871,0.5,2.1129032258064515,1.45,0
Yugoslavia,"rn"">United Arab Emirates",37,3,21,0,60,2,0.5675675675675675,0.0,1.6216216216216215,0.6666666666666666,1
Italy,Czechoslovakia,83,30,52,15,128,44,0.6265060240963856,0.5,1.5421686746987953,1.4666666666666666,1
Austria,USA,29,34,15,12,43,38,0.5172413793103449,0.3529411764705882,1.4827586206896552,1.1176470588235294,1
Brazil,Scotland,108,23,75,6,225,25,0.6944444444444444,0.2608695652173913,2.083333333333333,1.0869565217391304,1
Sweden,Costa Rica,46,17,22,7,74,18,0.4782608695652174,0.4117647058823529,1.608695652173913,1.0588235294117647,0
Korea Republic,Uruguay,31,52,11,25,31,80,0.3548387096774194,0.4807692307692308,1.0,1.5384615384615383,0
Belgium,Spain,43,59,21,34,54,92,0.4883720930232558,0.576271186440678,1.255813953488372,1.5593220338983051,0
"rn"">Republic of Ireland",Netherlands,13,54,5,33,10,91,0.3846153846153846,0.6111111111111112,0.7692307692307693,1.6851851851851851,0
Cameroon,Colombia,23,20,9,10,18,29,0.391304347826087,0.5,0.782608695652174,1.45,1
Czechoslovakia,Costa Rica,30,17,15,7,44,18,0.5,0.4117647058823529,1.4666666666666666,1.0588235294117647,1
Brazil,Argentina,108,81,75,54,225,133,0.6944444444444444,0.6666666666666666,2.083333333333333,1.6419753086419753,0
Germany FR,Netherlands,62,54,37,33,131,91,0.5967741935483871,0.6111111111111112,2.1129032258064515,1.6851851851851851,1
"rn"">Republic of Ireland",Romania,13,21,5,11,10,30,0.3846153846153846,0.5238095238095238,0.7692307692307693,1.4285714285714286,0
Italy,Uruguay,83,52,52,25,128,80,0.6265060240963856,0.4807692307692308,1.5421686746987953,1.5384615384615383,1
Spain,Yugoslavia,59,37,34,21,92,60,0.576271186440678,0.5675675675675675,1.5593220338983051,1.6216216216216215,0
England,Belgium,62,43,35,21,79,54,0.5645161290322581,0.4883720930232558,1.2741935483870968,1.255813953488372,1
Yugoslavia,Argentina,37,81,21,54,60,133,0.5675675675675675,0.6666666666666666,1.6216216216216215,1.6419753086419753,0
Italy,"rn"">Republic of Ireland",83,13,52,5,128,10,0.6265060240963856,0.3846153846153846,1.5421686746987953,0.7692307692307693,1
Germany FR,Czechoslovakia,62,30,37,15,131,44,0.5967741935483871,0.5,2.1129032258064515,1.4666666666666666,1
England,Cameroon,62,23,35,9,79,18,0.5645161290322581,0.391304347826087,1.2741935483870968,0.782608695652174,1
Italy,Argentina,83,81,52,54,128,133,0.6265060240963856,0.6666666666666666,1.5421686746987953,1.6419753086419753,0
Germany FR,England,62,62,37,35,131,79,0.5967741935483871,0.5645161290322581,2.1129032258064515,1.2741935483870968,0
Italy,England,83,62,52,35,128,79,0.6265060240963856,0.5645161290322581,1.5421686746987953,1.2741935483870968,1
Germany FR,Argentina,62,81,37,54,131,133,0.5967741935483871,0.6666666666666666,2.1129032258064515,1.6419753086419753,1
Spain,Korea Republic,59,31,34,11,92,31,0.576271186440678,0.3548387096774194,1.5593220338983051,1.0,0
Germany,Bolivia,48,6,35,1,104,1,0.7291666666666666,0.1666666666666666,2.1666666666666665,0.1666666666666666,1
USA,Switzerland,34,34,12,14,38,45,0.3529411764705882,0.4117647058823529,1.1176470588235294,1.3235294117647058,0
Italy,"rn"">Republic of Ireland",83,13,52,5,128,10,0.6265060240963856,0.3846153846153846,1.5421686746987953,0.7692307692307693,0
Colombia,Romania,20,21,10,11,29,30,0.5,0.5238095238095238,1.45,1.4285714285714286,0
Belgium,Morocco,43,13,21,4,54,12,0.4883720930232558,0.3076923076923077,1.255813953488372,0.9230769230769232,1
Norway,Mexico,8,54,5,22,7,58,0.625,0.4074074074074074,0.875,1.0740740740740742,1
Cameroon,Sweden,23,46,9,22,18,74,0.391304347826087,0.4782608695652174,0.782608695652174,1.608695652173913,0
Netherlands,Saudi Arabia,54,13,33,4,91,9,0.6111111111111112,0.3076923076923077,1.6851851851851851,0.6923076923076923,1
Brazil,Russia,108,9,75,3,225,13,0.6944444444444444,0.3333333333333333,2.083333333333333,1.4444444444444444,1
Argentina,Greece,81,11,54,5,133,6,0.6666666666666666,0.4545454545454545,1.6419753086419753,0.5454545454545454,1
Nigeria,Bulgaria,19,26,6,8,20,22,0.3157894736842105,0.3076923076923077,1.0526315789473684,0.8461538461538461,1
Germany,Spain,48,59,35,34,104,92,0.7291666666666666,0.576271186440678,2.1666666666666665,1.5593220338983051,0
Romania,Switzerland,21,34,11,14,30,45,0.5238095238095238,0.4117647058823529,1.4285714285714286,1.3235294117647058,0
USA,Colombia,34,20,12,10,38,29,0.3529411764705882,0.5,1.1176470588235294,1.45,1
Italy,Norway,83,8,52,5,128,7,0.6265060240963856,0.625,1.5421686746987953,0.875,1
Korea Republic,Bolivia,31,6,11,1,31,1,0.3548387096774194,0.1666666666666666,1.0,0.1666666666666666,0
Mexico,"rn"">Republic of Ireland",54,13,22,5,58,10,0.4074074074074074,0.3846153846153846,1.0740740740740742,0.7692307692307693,1
Sweden,Russia,46,9,22,3,74,13,0.4782608695652174,0.3333333333333333,1.608695652173913,1.4444444444444444,1
Brazil,Cameroon,108,23,75,9,225,18,0.6944444444444444,0.391304347826087,2.083333333333333,0.782608695652174,1
Belgium,Netherlands,43,54,21,33,54,91,0.4883720930232558,0.6111111111111112,1.255813953488372,1.6851851851851851,1
Saudi Arabia,Morocco,13,13,4,4,9,12,0.3076923076923077,0.3076923076923077,0.6923076923076923,0.9230769230769232,1
Argentina,Nigeria,81,19,54,6,133,20,0.6666666666666666,0.3157894736842105,1.6419753086419753,1.0526315789473684,1
Bulgaria,Greece,26,11,8,5,22,6,0.3076923076923077,0.4545454545454545,0.8461538461538461,0.5454545454545454,1
USA,Romania,34,21,12,11,38,30,0.3529411764705882,0.5238095238095238,1.1176470588235294,1.4285714285714286,0
Switzerland,Colombia,34,20,14,10,45,29,0.4117647058823529,0.5,1.3235294117647058,1.45,0
Germany,Korea Republic,48,31,35,11,104,31,0.7291666666666666,0.3548387096774194,2.1666666666666665,1.0,1
Bolivia,Spain,6,59,1,34,1,92,0.1666666666666666,0.576271186440678,0.1666666666666666,1.5593220338983051,0
"rn"">Republic of Ireland",Norway,13,8,5,5,10,7,0.3846153846153846,0.625,0.7692307692307693,0.875,0
Brazil,Sweden,108,46,75,22,225,74,0.6944444444444444,0.4782608695652174,2.083333333333333,1.608695652173913,0
Italy,Mexico,83,54,52,22,128,58,0.6265060240963856,0.4074074074074074,1.5421686746987953,1.0740740740740742,0
Russia,Cameroon,9,23,3,9,13,18,0.3333333333333333,0.391304347826087,1.4444444444444444,0.782608695652174,1
Morocco,Netherlands,13,54,4,33,12,91,0.3076923076923077,0.6111111111111112,0.9230769230769232,1.6851851851851851,0
Belgium,Saudi Arabia,43,13,21,4,54,9,0.4883720930232558,0.3076923076923077,1.255813953488372,0.6923076923076923,0
