,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
632,0.3631786351377898,-0.19595834146910235,0.24361941100587195,-0.3994118013459582,0.37145732119014147,-0.2876061345882911,0.30027419104025604,-0.47741835149728873,0.5339752546534051,-0.06879948688349008,0
633,1.9775474514512266,-0.9284840027968193,2.1094394274347503,-0.7502014879088342,2.2632309835189077,-0.7809574701346587,1.1361072430524455,0.13512173438903094,1.2069243226067476,-0.09320270544154458,1
634,-1.3198867265506868,-1.0505716130181053,-1.2490366021372308,-0.9840612789507516,-1.2454432449028212,-1.0276331379078423,-1.9422816579433917,-1.1999015297221782,-1.8404476576011852,-1.4654144566675376,0
635,-0.0833489097999693,-0.3180459516903885,0.24361941100587195,-0.16555201030404085,0.30678129854642294,-0.30816244023605643,1.3766063759427452,0.6949701999840545,1.3861814979130969,0.14321987435208128,1
636,-1.3885832719257267,-0.8877881327230572,-1.2023911017265088,-0.8086664356693136,-1.213105233580962,-0.8426263870779546,-0.9033254038572964,-0.47741835149728873,-1.123418956375789,-0.6544767322768003,1
637,0.39752690782530975,-1.4575303137557258,0.24361941100587195,-1.217921069992669,-0.0974438429768177,-1.21263988873773,0.2361750038500339,-3.335938752300113,-0.5336050247226407,-2.9971857138500413,1
638,-0.15204545517500917,-0.4808294319854367,-0.3627720943335135,-0.5748066446273963,-0.17828887128146584,-0.5959507193047708,-0.3612612712906382,-0.5076672446274774,0.18593780238362995,-0.5387873998534303,1
639,1.0501440888881883,-1.4575303137557258,1.129883918809589,-1.217921069992669,0.7756824627133821,-1.1715272774421996,0.9437079367402056,-3.335938752300113,0.2575252089471959,-1.5221467254520749,1
640,0.12274072632515029,-1.4575303137557258,-0.3627720943335135,-1.1009911744717102,-0.43699296185633985,-1.192083583089965,-0.8520189221740327,1.2921418966187455,-0.9640792449923674,-2.2596662196510584,0
641,1.1188406342632282,-0.19595834146910235,1.0365929179881452,-0.5163416968669169,0.694837434408734,-0.4315002741226483,0.6655402649634736,-0.8857784087548352,0.042832545617325225,-0.5243262333005091,0
642,-1.1481453631130871,-0.9284840027968193,-1.1557456013157867,-0.7502014879088342,-1.1484292109372434,-0.7809574701346587,-1.6367062890945405,0.13512173438903094,-1.5030223864362928,-0.09320270544154458,0
643,1.9775474514512266,-1.0505716130181053,2.1094394274347503,-0.9840612789507516,2.2632309835189077,-0.9865205266123117,1.1361072430524455,-1.1999015297221782,1.2069243226067476,-1.1250208439603144,1
644,0.3631786351377898,-0.3180459516903885,0.24361941100587195,-0.5748066446273963,0.37145732119014147,-0.5753944136570055,0.30027419104025604,-0.8726055036820107,0.5339752546534051,-0.7846272312530914,0
645,-1.629021180738366,-0.19595834146910235,-1.3889731033693966,-0.3994118013459582,-1.3586262845293287,-0.2876061345882911,-3.6738754147535504,-0.47741835149728873,-2.557476358826581,-0.06879948688349008,0
646,0.2944820897627499,-1.0912674830918674,0.19697391059515,-1.042526226711231,0.11275323061526743,-1.0481894435556076,0.31759493992749327,-1.600408508955541,0.07973089822275704,-1.5221467254520749,1
647,-1.3885832719257267,0.3737838395635663,-1.2023911017265088,0.8283521016241079,-1.213105233580962,0.9252158986298623,-0.9033254038572964,1.7260244574548884,-1.123418956375789,1.79669099844335,0
648,-1.1481453631130871,-0.3180459516903885,-1.062454600494343,-0.16555201030404085,-1.083753188293525,-0.30816244023605643,-0.8218386388309363,0.6949701999840545,-0.9968844796889544,0.14321987435208128,0
649,-0.15204545517500917,0.943526020596235,-0.3627720943335135,0.8283521016241079,-0.17828887128146584,0.4113082574357295,-0.3612612712906382,0.5830005068650499,0.18593780238362995,-0.17795796989586327,0
650,-0.8046626362378878,-1.4575303137557258,-0.8758725988514551,-1.217921069992669,-0.8897251203623694,-1.21263988873773,-0.8520189221740327,-3.335938752300113,-0.8844093893006569,-2.9971857138500413,1
